id,chars
https://grundbuecher.acdh.oeaw.ac.at/e00284_1470-02-19.html,1512
https://grundbuecher.acdh.oeaw.ac.at/e00285_1470-06-06.html,956
https://grundbuecher.acdh.oeaw.ac.at/e00286_1470-06-22.html,1332
https://grundbuecher.acdh.oeaw.ac.at/e00287_1470-12-05.html,827
https://grundbuecher.acdh.oeaw.ac.at/e00288_1470-12-05.html,469
https://grundbuecher.acdh.oeaw.ac.at/e00289_1470-12-19.html,933
https://grundbuecher.acdh.oeaw.ac.at/e00290_1471-02-08.html,1046
https://grundbuecher.acdh.oeaw.ac.at/e00291_1471-03-11.html,1491
https://grundbuecher.acdh.oeaw.ac.at/e00292_1471-09-04.html,1748
https://grundbuecher.acdh.oeaw.ac.at/e00293_1473-02-12.html,947
https://grundbuecher.acdh.oeaw.ac.at/e00294_1438-10-01.html,736
https://grundbuecher.acdh.oeaw.ac.at/e00295_1440-04-22.html,423
https://grundbuecher.acdh.oeaw.ac.at/e00296_1440-07-29.html,592
https://grundbuecher.acdh.oeaw.ac.at/e00297_1447-03-24.html,481
https://grundbuecher.acdh.oeaw.ac.at/e00298_1440-11-17.html,736
https://grundbuecher.acdh.oeaw.ac.at/e00299_1448-07-08.html,1510
https://grundbuecher.acdh.oeaw.ac.at/e00300_1448-08-05.html,690
https://grundbuecher.acdh.oeaw.ac.at/e00301_1449-07-21.html,402
https://grundbuecher.acdh.oeaw.ac.at/e00302_1449-07-21.html,400
https://grundbuecher.acdh.oeaw.ac.at/e00303_1450-03-11.html,1056
https://grundbuecher.acdh.oeaw.ac.at/e00304_1450-03-28.html,818
https://grundbuecher.acdh.oeaw.ac.at/e00305_1454-04-12.html,807
https://grundbuecher.acdh.oeaw.ac.at/e00306_1454-05-13.html,742
https://grundbuecher.acdh.oeaw.ac.at/e00307_1454-09-09.html,811
https://grundbuecher.acdh.oeaw.ac.at/e00308_1454-12-11.html,1042
https://grundbuecher.acdh.oeaw.ac.at/e00309_1455-07-16.html,849
https://grundbuecher.acdh.oeaw.ac.at/e00310_1455-09-24.html,576
https://grundbuecher.acdh.oeaw.ac.at/e00311_1456-06-07.html,891
https://grundbuecher.acdh.oeaw.ac.at/e00312_1456-06-21.html,1122
https://grundbuecher.acdh.oeaw.ac.at/e00313_1456-11-19.html,1288
https://grundbuecher.acdh.oeaw.ac.at/e00314_1458-09-01.html,2634
https://grundbuecher.acdh.oeaw.ac.at/e00315_1460-05-07.html,859
https://grundbuecher.acdh.oeaw.ac.at/e00316_1460-05-09.html,615
https://grundbuecher.acdh.oeaw.ac.at/e00317_1462-04-06.html,1294
https://grundbuecher.acdh.oeaw.ac.at/e00318_1464-12-12.html,908
https://grundbuecher.acdh.oeaw.ac.at/e00319_1465-02-22.html,1808
https://grundbuecher.acdh.oeaw.ac.at/e00319a_1467-02-07.html,1502
https://grundbuecher.acdh.oeaw.ac.at/e00320_1467-02-27.html,899
https://grundbuecher.acdh.oeaw.ac.at/e00321_1467-06-01.html,693
https://grundbuecher.acdh.oeaw.ac.at/e00322_1467-11-18.html,1560
https://grundbuecher.acdh.oeaw.ac.at/e00323_1467-12-08.html,597
https://grundbuecher.acdh.oeaw.ac.at/e00324_1469-03-06.html,455
https://grundbuecher.acdh.oeaw.ac.at/e00325_1469-06-23.html,1480
https://grundbuecher.acdh.oeaw.ac.at/e00326_1471-08-05.html,549
https://grundbuecher.acdh.oeaw.ac.at/e00327_1473-08-23.html,999
https://grundbuecher.acdh.oeaw.ac.at/e00328_1438-02-14.html,749
https://grundbuecher.acdh.oeaw.ac.at/e00329_1438-02-06.html,1067
https://grundbuecher.acdh.oeaw.ac.at/e00330_1439-01-26.html,394
https://grundbuecher.acdh.oeaw.ac.at/e00331_1439-10-12.html,539
https://grundbuecher.acdh.oeaw.ac.at/e00332_1440-02-19.html,767
https://grundbuecher.acdh.oeaw.ac.at/e00333_1440-03-16.html,586
https://grundbuecher.acdh.oeaw.ac.at/e00334_1441-03-01.html,562
https://grundbuecher.acdh.oeaw.ac.at/e00335_1441-03-31.html,1080
https://grundbuecher.acdh.oeaw.ac.at/e00336_1441-04-03.html,800
https://grundbuecher.acdh.oeaw.ac.at/e00337_1441-03-31.html,513
https://grundbuecher.acdh.oeaw.ac.at/e00338_1441-03-15.html,477
https://grundbuecher.acdh.oeaw.ac.at/e00339_1441-05-22.html,690
https://grundbuecher.acdh.oeaw.ac.at/e00339a_1442-04-27.html,638
https://grundbuecher.acdh.oeaw.ac.at/e00340_1442-06-20.html,870
https://grundbuecher.acdh.oeaw.ac.at/e00341_1442-07-02.html,766
https://grundbuecher.acdh.oeaw.ac.at/e00342_1442-08-27.html,563
https://grundbuecher.acdh.oeaw.ac.at/e00343_1443-07-10.html,1022
https://grundbuecher.acdh.oeaw.ac.at/e00344_1444-04-20.html,658
https://grundbuecher.acdh.oeaw.ac.at/e00345_1445-02-22.html,1037
https://grundbuecher.acdh.oeaw.ac.at/e00346_1445-05-26.html,1426
https://grundbuecher.acdh.oeaw.ac.at/e00347_1446-07-18.html,570
https://grundbuecher.acdh.oeaw.ac.at/e00348_1447-06-09.html,821
https://grundbuecher.acdh.oeaw.ac.at/e00349_1448-02-22.html,732
https://grundbuecher.acdh.oeaw.ac.at/e00350_1448-04-10.html,690
https://grundbuecher.acdh.oeaw.ac.at/e00351_1448-11-29.html,682
https://grundbuecher.acdh.oeaw.ac.at/e00352_1449-05-28.html,1206
https://grundbuecher.acdh.oeaw.ac.at/e00353_1451-05-26.html,858
https://grundbuecher.acdh.oeaw.ac.at/e00354_1451-12-13.html,668
https://grundbuecher.acdh.oeaw.ac.at/e00355_1453-04-13.html,982
https://grundbuecher.acdh.oeaw.ac.at/e00356_1454-02-01.html,722
https://grundbuecher.acdh.oeaw.ac.at/e00357_1454-02-15.html,616
https://grundbuecher.acdh.oeaw.ac.at/e00358_1454-09-09.html,1118
https://grundbuecher.acdh.oeaw.ac.at/e00359_1455-09-05.html,603
https://grundbuecher.acdh.oeaw.ac.at/e00360_1455-09-05.html,637
https://grundbuecher.acdh.oeaw.ac.at/e00361_1455-11-21.html,469
https://grundbuecher.acdh.oeaw.ac.at/e00362_1456-07-21.html,894
https://grundbuecher.acdh.oeaw.ac.at/e00363_1456-07-30.html,619
https://grundbuecher.acdh.oeaw.ac.at/e00364_1456-08-04.html,958
